tweet,category
@karleighby @RedSoxBele15 @LivinCarolina @inlovelizie who says we use their carers Yal only know we are maried cuz yal asked,irrelevant - marriage
@wonderlandxluke omfg yey we are maried yey lol,irrelevant - marriage
My fucking gorgeous wife. We are maried Hands down htp://t.co/BLIWg3SuVs,irrelevant - marriage
RT @NeoAfrican: Did the guy on #ontopictalkshow realy say "we are maried so your body is my body" proper remixed Prety Ricky into #rape   ,irrelevant - marriage
So what age can partners stay round     When we are maried htp://t.co/Wgl6UYGRfr,irrelevant - marriage
RT @YasiDiLaLa: We are maried your body is my body so you cant tel me I should respect your body what,irrelevant - marriage
Did the guy on #ontopictalkshow realy say "we are maried so your body is my body" proper remixed Prety Ricky into #rapeculture lyrics,irrelevant - marriage
   @YasiDiLaLa: We are maried your body is my body so you cant tel me I should respect your body what    Lol this is why I dont tune in,irrelevant - marriage
We are maried your body is my body so you cant tel me I should respect your body what,irrelevant - marriage
MY BEAUTIFUL QUEEN We are maried but I dont use the word WIFE IT MEANS SLAVE WHEN YOU DO YOUR    htp://t.co/CgOr8l5DH1,irrelevant - marriage
@StephRadomski @Johniemarie we are maried swetheart johnie and I are just dating,irrelevant - marriage
@Rechele @itskevghost sory that cant hapen we are maried gave him a ring     ,irrelevant - marriage
   @Tgiorgio: we are maried htp://t.co/VxcYkb5yEM            ,irrelevant - marriage
No man wil get me pregnant unles we are maried  Yal gota take beter care of yourselves,irrelevant - marriage
we are maried htp://t.co/cBrwyFmYCo,irrelevant - marriage
You did cros country.. I do cros country.. So its basicaly like we are maried htp://t.co/qtZWz7e2KW,irrelevant - marriage
#ifwegetmaried we should go somewhere for every year we are maried,irrelevant - marriage
we are maried duh      htp://t.co/fISwzoVi77,irrelevant - marriage
   @kinzie__s: @Kec1593 I fel like we are maried                     hapy aniversary                        ,irrelevant - marriage
@Kec1593 I fel like we are maried                     hapy aniversary        ,irrelevant - marriage
RT @Nele_Macbeth: Siting in a pub with a load of people waiting on text responses from @isyvb. This is why people think that we are mar   ,irrelevant - marriage
Siting in a pub with a load of people waiting on text responses from @isyvb. This is why people think that we are maried.,irrelevant - marriage
yes we are maried in real life i wouldnt say we were if we werent read my heder thanks El @123Natasham @kitkat1192,irrelevant - marriage
@marisarose_10 @TX_Seatle_Girl @NotChrisWithrow Were dumb We dont pretend we are maried to a fucking basebal player.,irrelevant - marriage
@jelyturtles BUT WE ARE MARRIED  DID YOU FORGOT ABOUT THAT ,irrelevant - marriage
joining sayang to fasting today. if we are maried now our life wil be great.,irrelevant - marriage
@jeyounit11 dod does your girlfriend know we are maried or...            ,irrelevant - marriage
@camerondalas Wait.You have a girlfriend while we are maried,irrelevant - marriage
@camerondalas did u know that we are maried,irrelevant - marriage
@Sebastian4CielP we are maried,irrelevant - marriage
help how do i respond to "we are maried",irrelevant - marriage
Hm wel @The_Mr_Bates we dont ned reminded of those events.Why dont you put your arm around meno one here wil bother.We are maried,irrelevant - marriage
@DarkestofDesire cage even if we are maried now. But i cant do this.,irrelevant - marriage
RT @EngrishWaifu: We are maried and I cant leave But you cant leave to,irrelevant - marriage
I mean we are maried so I should be used to it by now,irrelevant - marriage
Why are we arguing like we are maried We are not even together hahahah,irrelevant - marriage
@ItsDaniel_lol we are maried             k. No        ,irrelevant - marriage
@kirababe lol it wont hapen for a few years but people constantly ask if we are maried bc we lok alike     ,irrelevant - marriage
RT @slapcalumsboty: taged by @starlitirwin       hi Im Sarah and me and Luke Hemings have the same shirt so we are maried htp://t.co/wUtU   ,irrelevant - marriage
@JaiBroks1 we are maried.. just leting you know,irrelevant - marriage
RT @D_GynEcoloGist: My wife has no right to grow fat after we are maried...  I promise not to have a pot bely to   Otherwise lawyer,irrelevant - marriage
taged by @starlitirwin       hi Im Sarah and me and Luke Hemings have the same shirt so we are maried htp://t.co/wUtUle853m,irrelevant - marriage
My wife has no right to grow fat after we are maried...  I promise not to have a pot bely to   Otherwise lawyer,irrelevant - marriage
@gal1980     haha were waiting until we are maried Xx,irrelevant - marriage
@Chasity_SSRP @Hunter_SSRP &gt; out hes already paid mum a visit aparently hes pised we are maried. He has a restraining order and cant &gt;,irrelevant - marriage
"@ftreynolds is my bo and and we are maried.",irrelevant - marriage
He didnt use a kisy face emoji for anyone else we are maried now,irrelevant - marriage
@KDrake40 thats why we are maried     ,irrelevant - marriage
@kakoikun "d-dont cry----- and since when we are maried--",irrelevant - marriage
Even if we are maried Why shouldnt I have fun RT @vuyie: But we are not maried RT @SelfMadeChizBoy: ... htp://t.co/IP59h2pR6e,irrelevant - marriage
RT @TheVampsBrad: How awesome is con man This is why we are maried...   htp://t.co/tmk4D9E8Ol,irrelevant - marriage
@blerpdederp WE ARE MARRIED,irrelevant - marriage
RT @Ari_Valera19: Tbh you act like we are maried or something,irrelevant - marriage
Tbh you act like we are maried or something,irrelevant - marriage
RT @alexanjh: @bigaplenial we are maried now.,irrelevant - marriage
@bigaplenial we are maried now.,irrelevant - marriage
@m_kincanon @McIlroyRory Back of We are maried,irrelevant - marriage
@Nashgrier jaja we are maried you know that Jaja just kiding i love u,irrelevant - marriage
@justderekbutler dude have you forgot that we are maried:*,irrelevant - marriage
@tprezy12 This is why we are maried.         ,irrelevant - marriage
@eva_le_ray2 i am ur moms gf we are maried,irrelevant - marriage
And now. We are maried Thanks to al those who helped out,irrelevant - marriage
@camerondalas we are maried okay okay.,irrelevant - marriage
@samanthahelmke @tumbIerposts Yes  But not until we are maried and have a carer,irrelevant - marriage
RT @mishelenav: @lolitsamaya @JacobWhitesides     I know we are maried on sims you know son irl to        ,irrelevant - marriage
@lolitsamaya @JacobWhitesides     I know we are maried on sims you know son irl to        ,irrelevant - marriage
@TheDylanHoland we are maried so,irrelevant - marriage
@HeyaAdiction oh so we are maried,irrelevant - marriage
"I told her that she was going to be mine one day she was probably creped out as she walked away from me. But now we are maried.",irrelevant - marriage
@SmitekKayce @Jkuchta33 we are Maried  its not an obsesion,irrelevant - marriage
@RealKhalilU OMG WE ARE MARRIED EVERYBODAAI         YAS YAS YAS LOVEE YOOOOUUUUU,irrelevant - marriage
@Anelise1832 @AbcIAmJoly we are maried,irrelevant - marriage
@ashtonirnwin we are maried ((baby i do this i thot that u knew dis)),irrelevant - marriage
This the longest me and Ashley ben away from each other since Jamaica Im convinced we are maried    ,irrelevant - marriage
@Ashton5SOS We are maried but you have AMNESIA and you do not remember.. OKAY OKAY.,irrelevant - marriage
We are maried and I cant leave But you cant leave to,irrelevant - marriage
RT @FRZSHKN: thanks for this wekend dear. If only we are maried bokout je tros jumpe. Hehehe      @SHKNFRZ,irrelevant - marriage
"@jesgrifiths_: Me and @AnaHamnetxX discus what we are having for tea as if we are maried     " we are....,irrelevant - marriage
thanks for this wekend dear. If only we are maried bokout je tros jumpe. Hehehe      @SHKNFRZ,irrelevant - marriage
RT @CarolRalefeta: We are maried             #MrsO #carolandgregweding thanks @philatyekana  for the pic htp://t.co/N7AptbMkZB,irrelevant - marriage
@Iiamsvodka just to let u know we are maried         ,irrelevant - marriage
The boyfriend and I agred we wil adopt a black child when we are maried and can aford the proces. I wanted to cry tears of joy.,irrelevant - marriage
